State,Product,District,LGD Code,Category,Sector,GI Status,Department
Chhattisgarh,Minor Forest Produce - Tamarind,Dantewada,376,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Rice,Dhamtari,377,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Tomato Based Product,Durg,378,Primary,Food Processing,No,Ministry of Food Processing
Chhattisgarh,Minor Forest Produce - Chirounji,Gariyaband,645,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Groundnuts,Gaurella Pendra Marwahi,734,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Kosa,Janjagir-champa,379,Primary,Handloom,No,DC Handloom
Chhattisgarh,Litchi,Jashpur,380,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,"Sugarcane based product (Ex. Jaggery, Molasses)",Kabirdham,382,Primary,Food Processing,No,Ministry of Food Processing
Chhattisgarh,Custard Apple Based Product,Kanker,415,Primary,Food Processing,No,Ministry of Food Processing
Chhattisgarh,Soyabean,Khairagarh-Chhuikhadan-Gandai,759,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Bastar Craft,Kondagaon,643,Secondary,Handicraft,Yes,DC Handicraft
Chhattisgarh,Bell Metal (Dhokra),Kondagaon,643,Primary,Handicraft,Yes,DC Handicraft
Chhattisgarh,Minor Forest Produce - Mahua,Korba,383,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Tomato,Koriya,384,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Milk Based Product,Mahasamund,385,Primary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Chhattisgarh,Tomato,Manendragarh- Chirmiri- Bharatpur,760,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Soyabean,Manpur-Mohla- Ambagad Chowki,761,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Groundnuts,Mungeli,647,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Black Gram,Narayanpur,637,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Tomato,Raigarh,386,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Papaya Based Product,Raipur,387,Primary,Food Processing,No,Ministry of Food Processing
Chhattisgarh,Soyabean,Rajnandgaon,388,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Kosa,Sakti,762,Primary,Handloom,No,DC Handloom
Chhattisgarh,Tomato,Sarangarh-Bilaigarh,763,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Wooden Craft,Sukma,642,Primary,Handicraft,No,DC Handicraft
Chhattisgarh,Millet Based Products,Sukma,642,Secondary,Food Processing,No,Ministry of Food Processing
Chhattisgarh,Potato,Surajpur,648,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Turmeric,Surajpur,648,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Jackfruit,Surguja,389,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Chhattisgarh,Potato,Surguja,389,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
"Dadra & Nagar Haveli (UT)
Daman & Diu (UT)",Textile (Yarn),Dadra & Nagar Haveli,465,Primary,Textile,No,Ministry of Textile
"Dadra & Nagar Haveli (UT)
Daman & Diu (UT)",Plastic Products,Daman,463,Primary,Manufacturing,No,MSME
"Dadra & Nagar Haveli (UT)
Daman & Diu (UT)",Marine,Diu,464,primary,Marine,No,Department of Fisheries
Delhi,Dry Fruits & Spices,Central,77,Primary,Agriculture,NO ,Ministry of Food Processing
Delhi,Ceramic Tiles & Sanitary Goods,East,78,Primary,Manufacturing,NO ,MSME 
Delhi,Automobile Refurbishing Component,New Delhi,79,Primary,Manufacturing,No,MSME
Delhi,Light Engineering Goods,North,80,Primary,Manufacturing,No,MSME
Delhi,Apparels (Jackets & Jeans),North-East,81,Primary,Textile,No,Ministry of Textile
Delhi,Stainless Steel Utensils/ Kitchen Ware,North-West,82,Primary,Manufacturing,no ,MSME
Delhi,Readymade clothes/garments,Shahdara,671,Primary,Textile,No,Ministry of Textile
Delhi,Tourism (Medical & Religious),South,83,Primary,Others,No,Ministry of Tourism
Delhi,Hospitality Services,South,83,Secondary,Others,No,Ministry of Tourism
Delhi,Embroidery/Sequence Ladies Garments,South-East,670,Primary,Textile,No,Ministry of Textile
Delhi,Milk Based Product,South-West,84,Primary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Delhi,Furniture items,West,85,Primary,Manufacturing,No,MSME
Goa,Cashew Nuts,North Goa,551,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Goa,Feni,North Goa,551,Secondary,Food Processing,Yes,Ministry of Food Processing
Goa,Feni,South Goa,552,Primary,Food Processing,Yes,Ministry of Food Processing
Goa,Cashew Nuts,South Goa,552,Secondary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Gujarat,Garment & Apparel,Ahmedabad,438,Primary,Textile,No,Ministry of Textile
Gujarat,Terracotta,Ahmedabad,438,Secondary,Handicraft,No,Ministry of Textiles
Gujarat,Gamthi Block print,Ahmedabad,438,Others,Handicraft,No,DC Handicraft
Gujarat,Mata ni Pachedi/ Saudagiri Block Print,Ahmedabad,438,Tertiary,Handloom,Yes,DC Handloom
Gujarat,Peanut Based Products,Amreli,439,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Beadwork,Amreli,439,Secondary,Handicraft,No,DC Handicraft
Gujarat,Agates Stone,Anand,440,Secondary,Handicraft,Yes,DC Handicraft
Gujarat,Milk based Products,Anand,440,Primary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Gujarat,Agro Processing,Aravalli,672,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Granite and Marble Blocks,Banaskantha,441,Primary,Manufacturing,No,MSME
Gujarat,Food Processing/Milk Preparation,Banaskantha,441,Secondary,Food Processing,No,Ministry of Food Processing
Gujarat,Soof Embroidery/Applique,Banaskantha,441,Tertiary,Handloom,Yes,DC Handloom
Gujarat,"Chemicals (Chemicals,Agro Chemicals, Pesticide, Pharmaceutical, API)",Bharuch,442,Primary,Others,No,Department of Chemicals and Petrochemicals
Gujarat,Sujani,Bharuch,442,Secondary,Handloom,Yes,DC Handloom
Gujarat,Dehydrated Vegetables (Onion),Bhavnagar,443,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Beadwork,Bhavnagar,443,Secondary,Handicraft,No,DC Handicraft
Gujarat,Peanut butter,Bhavnagar,443,Tertiary,Food Processing,No,Ministry of Food Processing Industries.
Gujarat,Groundnuts/ Peanuts,Botad,676,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Jining,Botad,676,Secondary,Manufacturing,No,MSME
Gujarat,Sankheda furniture,Chhota Udaipur,668,Tertiary,Handicraft,Yes,DC Handicraft
Gujarat,Pithora Painting,Chhota Udaipur,668,Secondary,Handicraft,Yes,DC Handicraft
Gujarat,Furniture Products,Chhota Udaipur,668,Primary,Handicraft,No,Ministry of MSME
Gujarat,Corn Products,Dahod,445,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Soyabean/Soya Based Products,Dahod,445,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Kharif Maiz (Agro),Dahod,445,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers Welfare
Gujarat,Ravi Maiz (Agro),Dahod,445,Others,Agriculture,No,Ministry of Agriculture & Farmers Welfare
Gujarat,Nagali Products,Dang,444,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Strawberry & Strawberry Products,Dang,444,Secondary,Food Processing,No,Ministry of Food Processing
Gujarat,Khambhaliya Shawl,Devbhoomi Dwarka,674,Secondary,Handloom,No,DC Handloom
Gujarat,Marine & Fisheries/ Dholdara Fish,Devbhoomi Dwarka,674,Primary,Marine,No,Department of Fisheries
Gujarat,Salt,Devbhoomi Dwarka,674,Tertiary,Food Processing,No,Ministry of Food Processing
Gujarat,Software & Financial Services,Gandhinagar,446,Primary,Others,No,MeitY
Gujarat,Wood work/ Block Making,Gandhinagar,446,Secondary,Handicraft,No,DC Handicraft
Gujarat,Kesar Mango,Gir Somnath,675,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Gujarat,Marine & Fisheries Industry,Gir Somnath,675,Secondary,Marine,Yes,Department of Fisheries
Gujarat,Ceramic Tiles,Himmatnagar/Sabarkantha,458,Primary,Manufacturing,No,MSME
Gujarat,Potato (Cold Storage),Himmatnagar/Sabarkantha,458,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Terracotta,Himmatnagar/Sabarkantha,458,Tertiary,Handicraft,No,DC Handicraft
Gujarat,Bandhani,Jamnagar,447,Primary,Handloom,Yes,DC Handloom
Gujarat,Petrochemcials,Jamnagar,447,Secondary,Others,No,Department of Chemicals and Petrochemicals
Gujarat,Brass Parts,Jamnagar,447,Tertiary,Manufacturing,No,MSME
Gujarat,Groundnuts/Peanuts (Peanut Based Products),Junagadh,448,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Beadwork,Junagadh,448,Secondary,Handicraft,No,DC Handicraft
Gujarat,Mango,Junagadh,448,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Agro Products,Kheda (Nadiad),450,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Mathia,Kheda (Nadiad),450,Secondary,Food Processing,No,Ministry of Food Processing
Gujarat,Handicraft Items,Kachch,449,Primary,Handicraft,Yes,DC Handicraft
Gujarat,Green Dates,Kachch,449,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Salt,Kachch,449,Tertiary,Food Processing,No,Ministry of Food Processing
Gujarat,Bhujodi Shawl weaving,Kachchh,449,Others,Handloom,No,Ministry of Textiles
Gujarat,Hand Embroidery,Kachchh,449,Others,Handloom,No,Ministry of Textiles
Gujarat,Ajrakh,Kachchh,449,Others,Handicraft,No,Ministry of Textiles
Gujarat,Leather Work,Kachchh,449,Others,Handicraft,No,Ministry of MSME
Gujarat,Food Processing Papaya,Mahisagar,669,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Dairy/ Milk Product,Mehsana,451,Primary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Gujarat,Agri Products,Mehsana,451,Secondary,Food Processing,No,Ministry of Food Processing
Gujarat,Cumin,Mehsana,451,Tertiary,Agriculture,Yes,Ministry of Agriculture & Farmers Welfare
Gujarat,Castor,Mehsana,451,Others,Food Processing,yes ,Ministry of Food Processing
Gujarat,Ceramic Tiles & Sanitary Ware,Morbi,673,Primary,Manufacturing,No,MSME
Gujarat,Pottery,Morbi,673,Secondary,Handicraft,No,DC Handicraft
Gujarat,Banana,Narmada,452,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Bamboo Products,Narmada,452,Secondary,Handicraft,No,DC Handicraft
Gujarat,Sugarcane value added products,Narmada,452,Tertiary,Food Processing,No ,Ministry of Food Processing Industries
Gujarat,Mango (Hafus),Navsari,453,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Warli,Navsari,453,Secondary,Handicraft,Yes,DC Handicraft
Gujarat,Plastic Products,Panchmahal,454,Primary,Manufacturing,No,MSME
Gujarat,Agro (Turmeric),Panchmahal,454,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Double Ikkat Patan,Patan,455,Primary,Handloom,Yes,DC Handloom
Gujarat,Cumin,Patan,455,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Isabgul,Patan,455,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Patola,Patan,455,Others,Handloom,yes,MSME
Gujarat,Marine (Queen Fish),Porbandar,456,Primary,Marine,No,Department of Fisheries
Gujarat,Engineering Goods/Machine products,Rajkot,457,Primary,Manufacturing,No,MSME
Gujarat,Single Ikat weaving,Rajkot,457,Secondary,Handicraft,No,DC Handicraft
Gujarat,Gems and Jewellery,Surat,459,Primary,Handicraft,No,DC Handicraft
Gujarat,Zari and Zardosi,Surat,459,Secondary,Handicraft,Yes,DC Handicraft
Gujarat,Sadeli,Surat,459,Tertiary,Handicraft,Yes,DC Handicraft
Gujarat,Single Ikat weaving,Surendranagar,460,Primary,Handloom,No,DC Handloom
Gujarat,Tangaliya Shawl,Surendranagar,460,Secondary,Handloom,Yes,DC Handloom
Gujarat,Spinning and Cotton Yarn,Surendranagar,460,Tertiary,Textile,No,Ministry of Textile
Gujarat,Rice based products,Tapi,641,Primary,Food Processing,No,Ministry of Food Processing
Gujarat,Bamboo Products,Tapi,641,Secondary,Handicraft,No,DC Handicraft
Gujarat,Peanuts,Tapi,641,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers Welfare
Gujarat,Fruits,Tapi,641,Others,Agriculture,No,Ministry of Agriculture & Farmers Welfare
Gujarat,Lady Finger,Tapi,641,Others,Agriculture,No,Ministry of Agriculture & Farmers Welfare
Gujarat,Pharmaceuticals,Vadodara,461,Primary,Others,No,Department of Pharmaceuticals
Gujarat,Engineering Products,Vadodara,461,Secondary,Manufacturing,No,MSME
Gujarat,Chemical Products,Valsad,462,Primary,Others,No,Department of Chemicals and Petrochemicals
Gujarat,Mango,Valsad,462,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Gujarat,Prawns,Valsad,462,Tertiary,Marine,No,Department of Fisheries
Haryana,Scientific Equipment,Ambala,58,Primary,Manufacturing,No,MSME
Haryana,Precision Engineering Products,Ambala,58,Secondary,Manufacturing,No,MSME
Haryana,Milk Product,Bhiwani,59,Primary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Haryana,Cattle Feed,Bhiwani,59,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Haryana,Plastic Products,Bhiwani,59,Tertiary,Manufacturing,No,MSME
Haryana,"Mining & Crushing equipment for Minerals & Stones (Jaws and Screens, etc)",Charkhi Dadri,701,Primary,Manufacturing,No,MSME
Haryana,"Wooden Handicraft Items (Gift item, Furniture etc.)",Charkhi Dadri,701,Secondary,Handicraft,No,DC Handicraft
Haryana,Auto Components,Faridabad,60,Primary,Manufacturing,No,MSME
Haryana,Machine Tools,Faridabad,60,Secondary,Manufacturing,No,MSME
Haryana,Cotton & Agri-based products,Fatehabad,61,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Haryana,Agriculture Implements,Fatehabad,61,Secondary,Manufacturing,No,MSME
Haryana,Textile and Apparels,Gurugram,62,Primary,Textile,No,Ministry of Textile
Haryana,Engineering Goods,Gurugram,62,Secondary,Manufacturing,No,MSME
Haryana,Agriculture Implements,Hisar,63,Secondary,Manufacturing,No,MSME
Haryana,Dairy products,Hisar,63,Tertiary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Haryana,Steel Products,Hisar,63,Primary,Manufacturing,No,MSME
Haryana,Footwear,Jhajjar,64,Primary,Manufacturing,No,MSME
Haryana,Engineering Goods,Jind,65,Secondary,Manufacturing,No,MSME
Haryana,Poultry Feed,Jind,65,Primary,dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Haryana,Food Processing (Rice Mill & Dairy Products ),Kaithal,66,Primary,Food Processing,No,Ministry of Food Processing
Haryana,Metal Products,Kaithal,66,Secondary,Manufacturing,No,MSME
Haryana,Ayurvedic Products,Karnal,67,Primary,Others,No,Ministry of Ayush
Haryana,Food Processing ,Karnal,67,Secondary,Food Processing,No,Ministry of Food Processing
Haryana,Printing and Packaging,Karnal,67,Tertiary,Manufacturing,No,MSME
Haryana,Agri - Implements,Kurukshetra,68,Primary,Manufacturing,No,MSME
Haryana,Tourism (Mahabharata),Kurukshetra,68,Secondary,Others,No,Ministry of Tourism
Haryana,Mustard Oil,Mahendragarh,69,Primary,Food Processing,No,Ministry of Food Processing
Haryana,Apparels,Mewat,192,Primary,Textile,No,Ministry of Textile
Haryana,Food Processing,Mewat,192,Secondary,Food Processing,No,Ministry of Food Processing
Haryana,Machineries - Agriculture & Dairy,Palwal,619,Primary,Manufacturing,No,MSME
Haryana,Automobile Parts,Panchkula,70,Primary,Manufacturing,No,MSME
Haryana,Pharmaceuticals,Panchkula,70,Secondary,Others,No,Department of Pharmaceuticals
Haryana,Handloom and Textiles,Panipat,71,Primary,Textile,No,Ministry of Textile
Haryana,Engineering Goods,Rewari,72,Secondary,Manufacturing,No,MSME
Haryana,Motorcycles/ bikes,Rewari,72,Primary,Manufacturing,No,MSME
Haryana,Fastners and Machine Tools,Rohtak,73,Primary,Manufacturing,No,MSME
Haryana,"Cotton Products (Balls, Swabs)",Sirsa,74,Primary,Textile,No,Ministry of Textile
Haryana,Sheet Fabrication (Pre Fab Structures),Sirsa,74,Secondary,Manufacturing,No,MSME
Haryana,Food Processing,Sonipat,75,Secondary,Food Processing,No,Ministry of Food Processing
Haryana,Plastic moulded Products (Electronic Toys),Sonipat,75,Primary,Manufacturing,No,MSME
Haryana,Stainless Steel Products,Sonipat,75,Tertiary,Manufacturing,No,MSME
Haryana,Metal Utensils,Yamunanagar,76,Secondary,Manufacturing,No,MSME
Haryana,Plywood,Yamunanagar,76,Primary,Manufacturing,No,MSME
Himachal Pradesh,Processing of Indian Gooseberry (Amla),Bilaspur,15,Primary,Food Processing,No,Ministry of Food Processing
Himachal Pradesh,Chamba Rumal,Chamba,16,Primary,Handloom,Yes,DC Handloom
Himachal Pradesh,Agro-products processing,Hamirpur,17,Primary,Food Processing,No,Ministry of Food Processing
Himachal Pradesh,Kangra Tea,Kangra,18,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Himachal Pradesh,Kangra Paintings,Kangra,18,Secondary,Handicraft,Yes,DC Handicraft
Himachal Pradesh,Oil-Himachali Chulli ,Kinnaur,19,Primary,Food Processing,Yes,Ministry of Food Processing
Himachal Pradesh,Shawl-Kullu,Kullu,20,Primary,Handloom,Yes,DC Handloom
Himachal Pradesh,Processing of Seabuckthorn (Charma),Lahaul & Spiti,21,Primary,Food Processing,No,Ministry of Food Processing
Himachal Pradesh,Steel Furniture,Mandi,22,Primary,Manufacturing,No,MSME
Himachal Pradesh,Tourism,Shimla,23,Primary,Others,No,Ministry of Tourism
Himachal Pradesh,Packaging (Corrugated Boxes),Sirmaur,24,Primary,Manufacturing,No,MSME
Himachal Pradesh,Mushrooms,Solan,25,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Himachal Pradesh,Light Engineering Industry,Una,26,Primary,Manufacturing,No,MSME
Jammu and Kashmir,Trout Fish,Anantnag,1,Primary,Marine,No,Department of fisheries
Jammu and Kashmir,Crewal Based Shawl,Bandipora,623,Primary,Textile,No,Ministry of Textile
Jammu and Kashmir,Apples,Baramulla,3,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Kani Shawls,Budgam,2,Primary,Handloom,Yes,DC Handloom
Jammu and Kashmir,Natural Oils (Lavender),Doda,4,Primary,Manufacturing,No,MSME
Jammu and Kashmir,Wicker Willow,Ganderbal,626,Primary,Handicraft,No,DC Handicraft
Jammu and Kashmir,Basmati Rice,Jammu,5,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Basholi Pashmina,Kathua,7,Primary,Handloom,Yes,DC Handloom
Jammu and Kashmir,Basohli Painting,Kathua,7,Secondary,Handicraft,Yes,DC Handicraft
Jammu and Kashmir,Saffron,Kishtwar,620,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Garlic,Kulgam,622,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Walnut,Kupwara,8,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Pecannut,Poonch,10,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Saffron,Pulwama,11,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Walnut,Rajouri,12,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Honey,Ramban,621,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Aromatic Plants,Reasi,627,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Mushroom,Samba,624,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir,Apple,Shopian,625,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jammu and Kashmir, Silk Carpet (Hand Knotted Carpet),Srinagar,13,Primary,Handicraft,Yes,DC Handicraft
Jammu and Kashmir,Garlic,Udhampur,14,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Woodcraft,Bokaro,322,Primary,Handicraft,No,DC Handicraft
Jharkhand,Vegetable,Chatra,323,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Lac Products,Deogarh,324,Primary,Manufacturing,No,MSME
Jharkhand,Coal,Dhanbad,325,Primary,Manufacturing,No,MSME
Jharkhand,Bamboo,Dumka,326,Primary,Handicraft,No,DC Handicraft
Jharkhand,Carpets,Garhwa,328,Primary,Handicraft,No,DC Handicraft
Jharkhand,Steel- TMT Bar,Giridih,329,Primary,Manufacturing,No,MSME
Jharkhand,Tasar Silk,Godda,330,Primary,Handloom,No,DC Handloom
Jharkhand,Ragi,Gumla,331,Primary,Agriculture,No,Ministry of Agriculture & Farmers Welfare
Jharkhand,Sohrai Painting,Hazaribagh,332,Primary,Handicraft,Yes,DC Handicraft
Jharkhand,Paithkar Painting,Jamshedpur (East Singhbhum),327,Primary,Handicraft,No,DC Handicraft
Jharkhand,Nuts-Cashew,Jamtara,333,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Lac,Khunti,606,Primary,Handicraft,No,DC Handicraft
Jharkhand,Mica,Koderma,334,Primary,Manufacturing,No,MSME
Jharkhand,Mahua,Latehar,335,Primary,Food Processing,No,Ministry of Food Processing
Jharkhand,Honey,Lohardaga,336,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Jute,Pakur,337,Primary,Handicraft,No,DC Handicraft
Jharkhand,Pulses-Arhar,Palamu,338,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Silver Jewellery,Ramgarh,607,Primary,Manufacturing,No,MSME
Jharkhand,Ready Made Garments,Ranchi,339,Primary,Textile,No,Ministry of Textile
Jharkhand,Jute,Sahibganj,340,Primary,Handicraft,No,DC Handicraft
Jharkhand,Kharsawan Silk,Saraikela- Kharsawan,341,Primary,Textile,No,Ministry of Textile
Jharkhand,Minor Forest Produce,Simdega,342,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Jharkhand,Custard Apple,West Singhbhum (chaibassa),343,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Ilkal Sarees,Bagalkote,524,Primary,Handloom,Yes,DC Handloom
Karnataka,Steel and Allied activities,Ballari (Bellary),528,Primary,Manufacturing,No,MSME
Karnataka,Bellary Denim Jeans,Ballary,528,Secondary,Textile,No,Ministry of Textile
Karnataka,Auto components,Belagavi (Belgaum),527,Primary,Manufacturing,No,MSME
Karnataka,Foundry,Belagavi,527,Secondary,Manufacturing,No,MSME
Karnataka,Ready-made Garment Manufacturing,Bengaluru (Bangalore) Rural,526,Secondary,Textile,No,Ministry of Textile
Karnataka,Aerospace & Defense,Bengaluru (Bangalore) Rural,526,Primary,Manufacturing,No,MSME
Karnataka,IT/ITES and R&D,Bengaluru (Bangalore) Urban,525,Primary,Others,No,MeitY
Karnataka,Handloom Silk Sarees,Bengaluru Urban,525,Secondary,Handloom,No,DC Handloom
Karnataka,Bidari ware,Bidar,529,Primary,Handicraft,Yes,DC Handicraft
Karnataka,Turmeric,Chamarajanagar,531,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Stone Work,Chamarajanagara,531,Secondary,Manufacturing,No,MSME
Karnataka,ESDM,Chikkballapur,630,Primary,Manufacturing,No,MSME
Karnataka,Shidlagatta silk and Raw Silk based sarees,Chikkaballapura,630,Secondary,Handloom,No,DC Handloom
Karnataka,Coffee-Arabica,Chikkamagaluru (Chikmagalur),532,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Karnataka,Spice,Chikkamagaluru (Chikmagalur),532,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,"Areca leaf based Products (Plates, Cups Etc)",Chikkamagaluru,532,Tertiary,Manufacturing,No,MSME
Karnataka,Molakalmuru Sarees,Chitradurga,533,Primary,Handloom,Yes,DC Handloom
Karnataka,Marine Products,Dakshina Kannada,534,Primary,Marine,No,Department of fisheries
Karnataka,Textile processing,Dakshina Kannada,534,Secondary,Textile,No,Ministry of Textile
Karnataka,Millets,Davangere,535,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Cotton based processing (ginning) & garmenting,Davanagere,535,Secondary,Textile,No,Ministry of Textile
Karnataka,FMCG,Dharwad,536,Primary,Food Processing,No,Ministry of Food Processing
Karnataka,Volve Mfg,Dharwad,536,Secondary,Manufacturing,No,MSME
Karnataka,Byadagi Chilies,Gadag,537,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Karnataka,Textiles,Gadag,537,Secondary,Textile,No,Ministry of Textile
Karnataka,Coir products,Hassan,539,Primary,Handicraft,No,DC Handicraft
Karnataka,Jacquard Bedsheet,Hassan,539,Secondary,Textile,No,Ministry of Textile
Karnataka,Chilli-Byadagi ,Haveri,540,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Karnataka,Spice Products,Haveri,540,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Toor Daal,Kalaburagi (Gulbarga),538,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Karnataka,Cement,Kalaburagi (Gulbarga),538,Secondary,Manufacturing,No,MSME
Karnataka,Shahabad stones,Kalaburagi (Gulbarga),538,Tertiary,Manufacturing,No,MSME
Karnataka,Coffee,Kodagu,541,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Karnataka,Spices,Kodagu,541,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Homemade chocolates/wines,Kodagu,541,Tertiary,Food Processing,No,Ministry of Food Processing
Karnataka,Automobiles,Kolar,542,Primary,Manufacturing,No,MSME
Karnataka,Shivarapatna stone craft,Kolar,542,Secondary,Handicraft,No,DC Handicraft
Karnataka,Kinhal Toys,Koppal,543,Primary,Handicraft,Yes,DC Handicraft
Karnataka,Jaggery,Mandya,544,Primary,Food Processing,No,Ministry of Food Processing
Karnataka,Rice based products,Mandya,544,Secondary,Food Processing,No,Ministry of Food Processing
Karnataka,ESDM,Mysuru (Mysore),545,Primary,Manufacturing,No,MSME
Karnataka,Rosewood inlay art,Mysuru (Mysore),545,Secondary,Handicraft,Yes,DC Handicraft
Karnataka,Pharma,Raichur,546,Primary,Others,No,Department of Pharmaceuticals
Karnataka,Cotton and cotton based products,Raichur,546,Secondary,Textile,No,Ministry of Textile
